queue_size, nb_events_sent, nb_bytes_sent 
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20000,0,0
0,20000,560000
0,20000,560000
0,20000,560000
0,20000,560000
0,20000,560000
0,20000,560000
0,20000,560000
0,20000,560000
0,20000,560000
20000,20000,560000
0,40000,1120000
0,40000,1120000
0,40000,1120000
0,40000,1120000
0,40000,1120000
0,40000,1120000
0,40000,1120000
0,40000,1120000
0,40000,1120000
20000,40000,1120000
0,60000,1680000
0,60000,1680000
0,60000,1680000
0,60000,1680000
0,60000,1680000
0,60000,1680000
0,60000,1680000
0,60000,1680000
0,60000,1680000
20000,60000,1680000
0,80000,2240000
0,80000,2240000
0,80000,2240000
0,80000,2240000
0,80000,2240000
0,80000,2240000
0,80000,2240000
0,80000,2240000
0,80000,2240000
20000,80000,2240000
0,100000,2800000
0,100000,2800000
0,100000,2800000
0,100000,2800000
0,100000,2800000
0,100000,2800000
0,100000,2800000
0,100000,2800000
0,100000,2800000
20000,100000,2800000
0,120000,3360000
0,120000,3360000
0,120000,3360000
0,120000,3360000
0,120000,3360000
0,120000,3360000
0,120000,3360000
0,120000,3360000
0,120000,3360000
20000,120000,3360000
0,140000,3920000
0,140000,3920000
0,140000,3920000
0,140000,3920000
0,140000,3920000
0,140000,3920000
0,140000,3920000
0,140000,3920000
0,140000,3920000
20000,140000,3920000
0,160000,4480000
0,160000,4480000
0,160000,4480000
0,160000,4480000
0,160000,4480000
0,160000,4480000
0,160000,4480000
0,160000,4480000
0,160000,4480000
20000,160000,4480000
0,180000,5040000
0,180000,5040000
0,180000,5040000
0,180000,5040000
0,180000,5040000
0,180000,5040000
0,180000,5040000
0,180000,5040000
0,180000,5040000
19852,180148,5044144
0,200000,5600000
0,200000,5600000
0,200000,5600000
0,200000,5600000
0,200000,5600000
0,200000,5600000
0,200000,5600000
0,200000,5600000
20000,200000,5600000
0,220000,6160000
0,220000,6160000
0,220000,6160000
0,220000,6160000
0,220000,6160000
0,220000,6160000
0,220000,6160000
0,220000,6160000
0,220000,6160000
20000,220000,6160000
0,240000,6720000
0,240000,6720000
0,240000,6720000
0,240000,6720000
0,240000,6720000
0,240000,6720000
0,240000,6720000
0,240000,6720000
0,240000,6720000
20000,240000,6720000
0,260000,7280000
0,260000,7280000
0,260000,7280000
0,260000,7280000
0,260000,7280000
0,260000,7280000
0,260000,7280000
0,260000,7280000
0,260000,7280000
20000,260000,7280000
0,280000,7840000
0,280000,7840000
0,280000,7840000
0,280000,7840000
0,280000,7840000
0,280000,7840000
0,280000,7840000
0,280000,7840000
0,280000,7840000
20000,280000,7840000
