queue_size, nb_events_sent, nb_bytes_sent 
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
200,0,0
15,185,5180
0,200,5600
0,200,5600
0,200,5600
0,200,5600
0,200,5600
0,200,5600
0,200,5600
0,200,5600
200,200,5600
0,400,11200
0,400,11200
0,400,11200
0,400,11200
0,400,11200
0,400,11200
0,400,11200
0,400,11200
0,400,11200
200,400,11200
0,600,16800
0,600,16800
0,600,16800
0,600,16800
0,600,16800
0,600,16800
0,600,16800
0,600,16800
0,600,16800
200,600,16800
0,800,22400
0,800,22400
0,800,22400
0,800,22400
0,800,22400
0,800,22400
0,800,22400
0,800,22400
0,800,22400
200,800,22400
0,1000,28000
0,1000,28000
0,1000,28000
0,1000,28000
0,1000,28000
0,1000,28000
0,1000,28000
0,1000,28000
0,1000,28000
200,1000,28000
0,1200,33600
0,1200,33600
0,1200,33600
0,1200,33600
0,1200,33600
0,1200,33600
0,1200,33600
0,1200,33600
0,1200,33600
200,1200,33600
0,1400,39200
0,1400,39200
0,1400,39200
0,1400,39200
0,1400,39200
0,1400,39200
0,1400,39200
0,1400,39200
0,1400,39200
200,1400,39200
0,1600,44800
0,1600,44800
0,1600,44800
0,1600,44800
0,1600,44800
0,1600,44800
0,1600,44800
0,1600,44800
0,1600,44800
200,1600,44800
0,1800,50400
0,1800,50400
0,1800,50400
0,1800,50400
0,1800,50400
0,1800,50400
0,1800,50400
0,1800,50400
0,1800,50400
200,1800,50400
0,2000,56000
0,2000,56000
0,2000,56000
0,2000,56000
0,2000,56000
0,2000,56000
0,2000,56000
0,2000,56000
0,2000,56000
200,2000,56000
0,2200,61600
0,2200,61600
0,2200,61600
0,2200,61600
0,2200,61600
0,2200,61600
0,2200,61600
0,2200,61600
0,2200,61600
200,2200,61600
0,2400,67200
0,2400,67200
0,2400,67200
0,2400,67200
0,2400,67200
0,2400,67200
0,2400,67200
0,2400,67200
0,2400,67200
200,2400,67200
0,2600,72800
0,2600,72800
0,2600,72800
0,2600,72800
0,2600,72800
0,2600,72800
0,2600,72800
0,2600,72800
0,2600,72800
200,2600,72800
0,2800,78400
0,2800,78400
0,2800,78400
0,2800,78400
0,2800,78400
0,2800,78400
0,2800,78400
0,2800,78400
0,2800,78400
